# Licence: Creative Commons Attribution 4.0 International (CC BY 4.0) - https://creativecommons.org/licenses/by/4.0/
# Attribution: Šaltinis: Baldininkai.org viešų šaltinių Lietuvos baldų gamintojų kandidatų katalogas, https://www.baldininkai.org/atviri-duomenys/, versija 2026-08-07
# Generated: 2026-08-07
# Version: 2026-08-07
# Source: Baldininkai.org - https://www.baldininkai.org - open data: https://www.baldininkai.org/atviri-duomenys/
# Records: 1420
# Official source: Juridinių asmenų registro (Registrų centro) finansinių ataskaitų duomenys Lietuvos atvirų duomenų portale - https://data.gov.lt/datasets/1484/ - API model: datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita
# Financial periods: 4652
"slug","profile_url","trading_name","legal_name","company_code","fiscal_period_start","fiscal_period_end","filing_registration_date","revenue_eur","profit_before_tax_eur","financial_source_url","financial_api_model_path","jar_entity_id","revenue_api_record_id","revenue_line_name","revenue_evidence_registration_date","profit_before_tax_api_record_id","profit_before_tax_line_name","profit_before_tax_evidence_registration_date","standard_names","template_names"
"mb-ammi-baldai-305862100","https://www.baldininkai.org/gamintojas/mb-ammi-baldai-305862100/","MB ""AMMI baldai""","MB ""AMMI baldai""","305862100","2024-01-01","2024-12-31","2025-02-25","26005","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6694c452-2c94-456d-a476-256f989c6eb1","f652207a-7fa9-4dba-b0cb-0a0de0c700f3","PARDAVIMO PAJAMOS","2025-02-25","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-ammi-baldai-305862100","https://www.baldininkai.org/gamintojas/mb-ammi-baldai-305862100/","MB ""AMMI baldai""","MB ""AMMI baldai""","305862100","2023-01-01","2023-12-31","2024-02-15","48330","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6694c452-2c94-456d-a476-256f989c6eb1","4576e684-761f-452d-b3c2-f8e671f3eeba","PARDAVIMO PAJAMOS","2024-02-15","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-ammi-baldai-305862100","https://www.baldininkai.org/gamintojas/mb-ammi-baldai-305862100/","MB ""AMMI baldai""","MB ""AMMI baldai""","305862100","2022-01-01","2022-12-31","2023-09-14","33692","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6694c452-2c94-456d-a476-256f989c6eb1","43809d50-96db-4354-b802-5886a53a8ce4","PARDAVIMO PAJAMOS","2023-09-14","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-ammi-baldai-305862100","https://www.baldininkai.org/gamintojas/mb-ammi-baldai-305862100/","MB ""AMMI baldai""","MB ""AMMI baldai""","305862100","2021-08-10","2021-12-31","2022-06-15","32980","17223","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6694c452-2c94-456d-a476-256f989c6eb1","b9750aa1-f0e0-4a0d-bdaa-e07923f81974","PARDAVIMO PAJAMOS","2022-06-15","d304f540-17da-4f35-8e12-c0f396559dba","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-06-15","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"mb-andromedas-305703870","https://www.baldininkai.org/gamintojas/mb-andromedas-305703870/","MB ""Andromedas""","MB ""Andromedas""","305703870","2024-01-01","2024-12-31","2025-03-26","26009","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4bb5219d-4c2e-43d3-99a3-3324c90360bd","a9b7d0fa-acd6-4e26-86fc-4bb3541595f0","PARDAVIMO PAJAMOS","2025-03-26","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-andromedas-305703870","https://www.baldininkai.org/gamintojas/mb-andromedas-305703870/","MB ""Andromedas""","MB ""Andromedas""","305703870","2023-01-01","2023-12-31","2024-03-29","33899","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4bb5219d-4c2e-43d3-99a3-3324c90360bd","c9d5ff07-020a-402f-90f6-53cfd6c1e4db","PARDAVIMO PAJAMOS","2024-03-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-andromedas-305703870","https://www.baldininkai.org/gamintojas/mb-andromedas-305703870/","MB ""Andromedas""","MB ""Andromedas""","305703870","2022-02-25","2022-12-31","2023-03-30","25085","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4bb5219d-4c2e-43d3-99a3-3324c90360bd","c5ecb16c-5eff-4f6f-9fd7-545751489ded","PARDAVIMO PAJAMOS","2023-03-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-andromedas-305703870","https://www.baldininkai.org/gamintojas/mb-andromedas-305703870/","MB ""Andromedas""","MB ""Andromedas""","305703870","2021-02-25","2022-02-24","2022-05-23","33805","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","4bb5219d-4c2e-43d3-99a3-3324c90360bd","d4a9a6df-e047-4a3a-af51-7fa8f57ae21a","PARDAVIMO PAJAMOS","2022-05-23","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-andval-306072130","https://www.baldininkai.org/gamintojas/mb-andval-306072130/","MB AndVal","MB AndVal","306072130","2024-01-01","2024-12-31","2025-05-30","8150","2252","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","79f3624f-cb39-4c41-95ac-f42421df21ba","be5b92fd-37f0-4788-bf49-9e0560f93e8c","PARDAVIMO PAJAMOS","2025-05-30","704b5a77-d6b9-4241-8b63-bba8b8c18d10","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-30","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"mb-andval-306072130","https://www.baldininkai.org/gamintojas/mb-andval-306072130/","MB AndVal","MB AndVal","306072130","2023-01-01","2023-12-31","2024-06-13","20668","4085","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","79f3624f-cb39-4c41-95ac-f42421df21ba","d24709a9-5107-487b-9f62-2647fd1f059d","PARDAVIMO PAJAMOS","2024-06-13","b019e8f8-95a0-458f-80d5-a9d24ec09152","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-06-13","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-andval-306072130","https://www.baldininkai.org/gamintojas/mb-andval-306072130/","MB AndVal","MB AndVal","306072130","2022-04-29","2022-12-31","2023-03-31","15495","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","79f3624f-cb39-4c41-95ac-f42421df21ba","f5021c3e-1cd1-4c2b-a8af-b0bf70254ea8","PARDAVIMO PAJAMOS","2023-03-31","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-anprojektai-306627742","https://www.baldininkai.org/gamintojas/mb-anprojektai-306627742/","MB Anprojektai","MB Anprojektai","306627742","2024-01-01","2024-12-31","2025-06-11","41122","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","04acda01-65db-4d43-bf95-f35c496bc7b2","e934bb72-3acf-4fc7-b179-fa95e2fdb382","PARDAVIMO PAJAMOS","2025-06-11","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-anprojektai-306627742","https://www.baldininkai.org/gamintojas/mb-anprojektai-306627742/","MB Anprojektai","MB Anprojektai","306627742","2023-11-15","2023-12-31","2024-03-28","4000","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","04acda01-65db-4d43-bf95-f35c496bc7b2","cf778f66-1258-4bef-98d4-24505707dda9","PARDAVIMO PAJAMOS","2024-03-28","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aro-baldai-305012333","https://www.baldininkai.org/gamintojas/mb-aro-baldai-305012333/","MB ""Aro baldai""","MB ""Aro baldai""","305012333","2024-01-01","2024-12-31","2025-07-16","119010","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","01f7f5bb-26b1-4394-b763-8ec7f5b77bf3","e24d41bd-3892-43c4-ba1c-6e4104d4aa95","PARDAVIMO PAJAMOS","2025-07-16","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aro-baldai-305012333","https://www.baldininkai.org/gamintojas/mb-aro-baldai-305012333/","MB ""Aro baldai""","MB ""Aro baldai""","305012333","2023-01-01","2023-12-31","2025-07-16","131225","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","01f7f5bb-26b1-4394-b763-8ec7f5b77bf3","e4006145-d639-4739-ace9-4c1942aed654","PARDAVIMO PAJAMOS","2025-07-16","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aro-baldai-305012333","https://www.baldininkai.org/gamintojas/mb-aro-baldai-305012333/","MB ""Aro baldai""","MB ""Aro baldai""","305012333","2022-01-01","2022-12-31","2025-07-16","108663","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","01f7f5bb-26b1-4394-b763-8ec7f5b77bf3","8118bc5f-b82a-4ed7-a601-02f60fdcafa2","PARDAVIMO PAJAMOS","2025-07-16","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aro-baldai-305012333","https://www.baldininkai.org/gamintojas/mb-aro-baldai-305012333/","MB ""Aro baldai""","MB ""Aro baldai""","305012333","2021-01-01","2021-12-31","2023-10-23","87006","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","01f7f5bb-26b1-4394-b763-8ec7f5b77bf3","f9e68f83-aa51-453e-a434-84fc8d1788cd","PARDAVIMO PAJAMOS","2023-10-23","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arredo-deko-304093873","https://www.baldininkai.org/gamintojas/mb-arredo-deko-304093873/","MB ""Arredo deko""","MB ""Arredo deko""","304093873","2024-01-01","2024-12-31","2025-06-20","300","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","736c6b7b-1cdc-40dd-a7a4-c9353e6c565b","e578511b-c88f-48d4-8a54-7c8784a368b0","PARDAVIMO PAJAMOS","2025-06-20","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arredo-deko-304093873","https://www.baldininkai.org/gamintojas/mb-arredo-deko-304093873/","MB ""Arredo deko""","MB ""Arredo deko""","304093873","2023-01-01","2023-12-31","2024-04-30","500","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","736c6b7b-1cdc-40dd-a7a4-c9353e6c565b","a7871389-5493-4414-a7d0-a831e4f6dab3","PARDAVIMO PAJAMOS","2024-04-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arredo-deko-304093873","https://www.baldininkai.org/gamintojas/mb-arredo-deko-304093873/","MB ""Arredo deko""","MB ""Arredo deko""","304093873","2022-01-01","2022-12-31","2023-06-30","64126","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","736c6b7b-1cdc-40dd-a7a4-c9353e6c565b","daef8eb1-cfcf-4b54-bf17-5fb978781d3a","PARDAVIMO PAJAMOS","2023-06-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arredo-deko-304093873","https://www.baldininkai.org/gamintojas/mb-arredo-deko-304093873/","MB ""Arredo deko""","MB ""Arredo deko""","304093873","2021-01-01","2021-12-31","2022-06-23","332750","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","736c6b7b-1cdc-40dd-a7a4-c9353e6c565b","f72bb574-e88c-47c3-87a9-4b38f7788ebd","PARDAVIMO PAJAMOS","2022-06-23","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-artdesigns-306101087","https://www.baldininkai.org/gamintojas/mb-artdesigns-306101087/","MB ""Artdesigns""","MB ""Artdesigns""","306101087","2024-01-01","2024-12-31","2025-05-25","192262","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","06a6e097-a044-4b20-b55d-029339186309","f772d9af-8bcf-44ac-a444-826370ba4659","PARDAVIMO PAJAMOS","2025-05-25","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-artdesigns-306101087","https://www.baldininkai.org/gamintojas/mb-artdesigns-306101087/","MB ""Artdesigns""","MB ""Artdesigns""","306101087","2023-01-01","2023-12-31","2024-03-29","132772","4874","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","06a6e097-a044-4b20-b55d-029339186309","ec803111-bbd7-4a81-ad23-a36b23e8f5ac","PARDAVIMO PAJAMOS","2024-03-29","aae179a2-9754-491f-b291-17fe2a0c1926","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-03-29","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-artdesigns-306101087","https://www.baldininkai.org/gamintojas/mb-artdesigns-306101087/","MB ""Artdesigns""","MB ""Artdesigns""","306101087","2022-06-15","2022-12-31","2023-11-16","21387","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","06a6e097-a044-4b20-b55d-029339186309","ff442812-4ba6-48fa-ae4c-a93a2ca17284","PARDAVIMO PAJAMOS","2023-11-16","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-artembaldai-302949393","https://www.baldininkai.org/gamintojas/mb-artembaldai-302949393/","MB ""ArtemBaldai""","MB ""ArtemBaldai""","302949393","2024-01-01","2024-12-31","2025-01-23","27091","-10548","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8a78c3b8-f41e-4b21-be73-222e16668737","c9de209a-fda9-4386-ba1a-ad3b60f44dea","PARDAVIMO PAJAMOS","2025-01-23","fa5af633-83a8-4a31-857d-93cd7119313c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-01-23","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-artembaldai-302949393","https://www.baldininkai.org/gamintojas/mb-artembaldai-302949393/","MB ""ArtemBaldai""","MB ""ArtemBaldai""","302949393","2023-01-01","2023-12-31","2024-01-25","62291","-3407","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8a78c3b8-f41e-4b21-be73-222e16668737","efedddd5-c207-41e9-9dbd-17b865ef5001","PARDAVIMO PAJAMOS","2024-01-25","687e12ab-813c-431b-8cea-b86fd8d5ba2e","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-01-25","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-artembaldai-302949393","https://www.baldininkai.org/gamintojas/mb-artembaldai-302949393/","MB ""ArtemBaldai""","MB ""ArtemBaldai""","302949393","2022-01-01","2022-12-31","2023-02-12","77242","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8a78c3b8-f41e-4b21-be73-222e16668737","ee790f18-8d68-45b4-a3c5-0d4b6c400a39","PARDAVIMO PAJAMOS","2023-02-12","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-artembaldai-302949393","https://www.baldininkai.org/gamintojas/mb-artembaldai-302949393/","MB ""ArtemBaldai""","MB ""ArtemBaldai""","302949393","2021-01-01","2021-12-31","2022-06-15","65168","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","8a78c3b8-f41e-4b21-be73-222e16668737","67dc80f5-6c86-4087-bd70-36e8bba64d8f","PARDAVIMO PAJAMOS","2022-06-15","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arum-artele-305977323","https://www.baldininkai.org/gamintojas/mb-arum-artele-305977323/","MB Arum artelė","MB Arum artelė","305977323","2024-01-01","2024-12-31","2025-05-01","26872","1007","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","9387274a-979d-4957-9739-50a7a54a9399","535bee16-1ce7-4270-8688-33388130ca64","PARDAVIMO PAJAMOS","2025-05-01","76e1faef-d111-4a71-ae98-c91f6a08cef3","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-01","PELNO (NUOSTOLIŲ) ATASKAITA","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arum-artele-305977323","https://www.baldininkai.org/gamintojas/mb-arum-artele-305977323/","MB Arum artelė","MB Arum artelė","305977323","2023-01-01","2023-12-31","2024-03-26","5625","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","9387274a-979d-4957-9739-50a7a54a9399","bab9bdd5-b8ab-4679-9ddf-cb1ba063a96e","PARDAVIMO PAJAMOS","2024-03-26","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-arum-artele-305977323","https://www.baldininkai.org/gamintojas/mb-arum-artele-305977323/","MB Arum artelė","MB Arum artelė","305977323","2022-01-11","2022-12-31","2023-05-02","42430","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","9387274a-979d-4957-9739-50a7a54a9399","dd4d2add-b97c-4474-af8f-5167a9d93706","PARDAVIMO PAJAMOS","2023-05-02","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-asiga-concept-305567477","https://www.baldininkai.org/gamintojas/mb-asiga-concept-305567477/","MB ""Asiga concept""","MB ""Asiga concept""","305567477","2024-01-01","2024-12-31","2025-05-07","480950","18466","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","04c809c2-f3b4-40a3-b4f0-d88263be4538","f25a0a27-1185-43f2-8462-d26e7caeaed7","PARDAVIMO PAJAMOS","2025-05-07","bc6978d7-8fc0-4089-bc79-64b393ea23f4","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-07","PELNO (NUOSTOLIŲ) ATASKAITA","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-asiga-concept-305567477","https://www.baldininkai.org/gamintojas/mb-asiga-concept-305567477/","MB ""Asiga concept""","MB ""Asiga concept""","305567477","2023-01-01","2023-12-31","2024-03-27","218544","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","04c809c2-f3b4-40a3-b4f0-d88263be4538","88691339-cdd2-4143-ab36-276f23f73c3a","PARDAVIMO PAJAMOS","2024-03-27","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-asiga-concept-305567477","https://www.baldininkai.org/gamintojas/mb-asiga-concept-305567477/","MB ""Asiga concept""","MB ""Asiga concept""","305567477","2022-01-01","2022-12-31","2023-05-26","24417","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","04c809c2-f3b4-40a3-b4f0-d88263be4538","ec8f5842-055a-485e-9457-94a008ab45d4","PARDAVIMO PAJAMOS","2023-05-26","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-asiga-concept-305567477","https://www.baldininkai.org/gamintojas/mb-asiga-concept-305567477/","MB ""Asiga concept""","MB ""Asiga concept""","305567477","2021-01-01","2021-12-31","2023-02-06","26360","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","04c809c2-f3b4-40a3-b4f0-d88263be4538","39a41278-ce93-4939-80cc-528dc32786a9","PARDAVIMO PAJAMOS","2023-02-06","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"mb-aski-baldai-305597965","https://www.baldininkai.org/gamintojas/mb-aski-baldai-305597965/","MB ""ASKI Baldai""","MB ""ASKI Baldai""","305597965","2024-01-01","2024-12-31","2025-06-17","109846","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a8ad440b-8a00-48ba-9780-a36db2b02de4","d838d47a-7822-43eb-9147-9db187cc446c","PARDAVIMO PAJAMOS","2025-06-17","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aski-baldai-305597965","https://www.baldininkai.org/gamintojas/mb-aski-baldai-305597965/","MB ""ASKI Baldai""","MB ""ASKI Baldai""","305597965","2023-01-01","2023-12-31","2024-06-20","124228","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a8ad440b-8a00-48ba-9780-a36db2b02de4","837c2403-395b-4a1c-b0cb-369556752dd4","PARDAVIMO PAJAMOS","2024-06-20","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aski-baldai-305597965","https://www.baldininkai.org/gamintojas/mb-aski-baldai-305597965/","MB ""ASKI Baldai""","MB ""ASKI Baldai""","305597965","2022-01-01","2022-12-31","2023-06-05","112886","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a8ad440b-8a00-48ba-9780-a36db2b02de4","c5770f5d-1d0c-4721-891e-ab6954f495da","PARDAVIMO PAJAMOS","2023-06-05","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-aski-baldai-305597965","https://www.baldininkai.org/gamintojas/mb-aski-baldai-305597965/","MB ""ASKI Baldai""","MB ""ASKI Baldai""","305597965","2021-01-01","2021-12-31","2022-05-12","110834","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a8ad440b-8a00-48ba-9780-a36db2b02de4","e93bf173-f0fb-43dc-ac19-99ae2bca8dd2","PARDAVIMO PAJAMOS","2022-05-12","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-asvejos-baldai-305696340","https://www.baldininkai.org/gamintojas/mb-asvejos-baldai-305696340/","MB ""Asvejos baldai""","MB ""Asvejos baldai""","305696340","2024-01-01","2024-12-31","2025-04-27","69542","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","17f6486b-4be5-476f-9d5b-f932d6783ae8","c653d34e-fc69-4677-beab-47c089fa9ce8","PARDAVIMO PAJAMOS","2025-04-27","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
"mb-asvejos-baldai-305696340","https://www.baldininkai.org/gamintojas/mb-asvejos-baldai-305696340/","MB ""Asvejos baldai""","MB ""Asvejos baldai""","305696340","2023-01-01","2023-12-31","2024-12-02","53827","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","17f6486b-4be5-476f-9d5b-f932d6783ae8","7dd482cd-ec30-4ef7-aa67-24c936bca046","PARDAVIMO PAJAMOS","2024-12-02","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Neribotos civilinės atsakomybės juridinių asmenų ir mažųjų bendrijų)","Mažųjų bendrijų finansinių ataskaitų rinkinys"
