# Licence: Creative Commons Attribution 4.0 International (CC BY 4.0) - https://creativecommons.org/licenses/by/4.0/
# Attribution: Šaltinis: Baldininkai.org viešų šaltinių Lietuvos baldų gamintojų kandidatų katalogas, https://www.baldininkai.org/atviri-duomenys/, versija 2026-08-07
# Generated: 2026-08-07
# Version: 2026-08-07
# Source: Baldininkai.org - https://www.baldininkai.org - open data: https://www.baldininkai.org/atviri-duomenys/
# Records: 1420
# Official source: Juridinių asmenų registro (Registrų centro) finansinių ataskaitų duomenys Lietuvos atvirų duomenų portale - https://data.gov.lt/datasets/1484/ - API model: datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita
# Financial periods: 4652
"slug","profile_url","trading_name","legal_name","company_code","fiscal_period_start","fiscal_period_end","filing_registration_date","revenue_eur","profit_before_tax_eur","financial_source_url","financial_api_model_path","jar_entity_id","revenue_api_record_id","revenue_line_name","revenue_evidence_registration_date","profit_before_tax_api_record_id","profit_before_tax_line_name","profit_before_tax_evidence_registration_date","standard_names","template_names"
"uzdaroji-akcine-bendrove-kristensen-kristensen-211791920","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-kristensen-kristensen-211791920/","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","211791920","2024-01-01","2024-12-31","2025-05-15","11937795","568467","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c338ccee-3c13-4914-9b37-d6ea87615034","ae911b7c-99ea-4e05-9ac5-6dcb5564d4a1","PARDAVIMO PAJAMOS","2025-05-15","43268b32-67b7-4d1a-aa2b-32086ead7eaf","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-15","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-kristensen-kristensen-211791920","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-kristensen-kristensen-211791920/","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","211791920","2023-01-01","2023-12-31","2024-04-22","14674526","698930","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c338ccee-3c13-4914-9b37-d6ea87615034","fdef9651-ed4e-42e8-bf89-2c14d89f8890","PARDAVIMO PAJAMOS","2024-04-22","f4d4a248-16f2-46f6-b79e-6b06c73579f7","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-04-22","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-kristensen-kristensen-211791920","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-kristensen-kristensen-211791920/","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","211791920","2022-01-01","2022-12-31","2023-04-25","17656929","840820","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c338ccee-3c13-4914-9b37-d6ea87615034","9b12f8a6-84a6-424c-84bd-118c89e38667","PARDAVIMO PAJAMOS","2023-04-25","a8e7bc1b-50e8-42ff-a988-6e3724204fb2","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-04-25","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-kristensen-kristensen-211791920","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-kristensen-kristensen-211791920/","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","Uždaroji akcinė bendrovė ""KRISTENSEN & KRISTENSEN""","211791920","2021-01-01","2021-12-31","2022-05-24","11782568","521646","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c338ccee-3c13-4914-9b37-d6ea87615034","c0814ca1-7a47-4a34-960e-8195026a4b8f","PARDAVIMO PAJAMOS","2022-05-24","cdec44b4-f934-442a-95d9-35caa17e6ba4","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-24","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lauksva-174392079","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lauksva-174392079/","Uždaroji akcinė bendrovė ""Lauksva""","Uždaroji akcinė bendrovė ""Lauksva""","174392079","2024-01-01","2024-12-31","2025-06-04","3548644","136130","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c4e43230-3bee-44ff-a3bb-e12af16ce29e","d2ad005f-a294-4c23-adfc-37d66bc6a140","PARDAVIMO PAJAMOS","2025-06-04","e1e6cf4d-d235-4445-be31-6a2422d64db5","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-06-04","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lauksva-174392079","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lauksva-174392079/","Uždaroji akcinė bendrovė ""Lauksva""","Uždaroji akcinė bendrovė ""Lauksva""","174392079","2023-01-01","2023-12-31","2024-05-14","3327379","9851","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c4e43230-3bee-44ff-a3bb-e12af16ce29e","989b28ff-16e9-485e-bb8b-da69a866caf8","PARDAVIMO PAJAMOS","2024-05-14","76d0adab-7ed1-4cb1-82db-fef96fda9596","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-14","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lauksva-174392079","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lauksva-174392079/","Uždaroji akcinė bendrovė ""Lauksva""","Uždaroji akcinė bendrovė ""Lauksva""","174392079","2022-01-01","2022-12-31","2023-04-25","3568898","822","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c4e43230-3bee-44ff-a3bb-e12af16ce29e","ab62d072-96d3-4c6c-9d94-757477ca884d","PARDAVIMO PAJAMOS","2023-04-25","a5a86933-0b82-4013-b8b7-1b91647350a8","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-04-25","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lauksva-174392079","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lauksva-174392079/","Uždaroji akcinė bendrovė ""Lauksva""","Uždaroji akcinė bendrovė ""Lauksva""","174392079","2021-01-01","2021-12-31","2022-05-05","3058303","13376","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","c4e43230-3bee-44ff-a3bb-e12af16ce29e","b6b4e6ce-6cc7-487d-9437-fe17384768ff","PARDAVIMO PAJAMOS","2022-05-05","8bfe3245-680b-45e8-ac74-c053a8ae19bf","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-05","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lt-technologies-123019473","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lt-technologies-123019473/","Uždaroji akcinė bendrovė ""LT Technologies""","Uždaroji akcinė bendrovė ""LT Technologies""","123019473","2024-01-01","2024-12-31","2025-04-28","4123857","14045","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","19501fca-d381-4575-92b8-1410304ae6d3","fb1a8242-9720-4a93-bd2d-efc8d9d69b0f","PARDAVIMO PAJAMOS","2025-04-28","7b536fa0-86f8-4627-9eae-96f7cf28fdd0","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-04-28","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lt-technologies-123019473","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lt-technologies-123019473/","Uždaroji akcinė bendrovė ""LT Technologies""","Uždaroji akcinė bendrovė ""LT Technologies""","123019473","2023-01-01","2023-12-31","2024-05-29","4693696","-242934","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","19501fca-d381-4575-92b8-1410304ae6d3","df2d5d83-c6b1-4f84-b404-adf7d9134a18","PARDAVIMO PAJAMOS","2024-05-29","fe011e3b-f43c-410a-9434-e1c7d3b21749","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-29","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lt-technologies-123019473","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lt-technologies-123019473/","Uždaroji akcinė bendrovė ""LT Technologies""","Uždaroji akcinė bendrovė ""LT Technologies""","123019473","2022-01-01","2022-12-31","2023-05-24","7158332","2299","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","19501fca-d381-4575-92b8-1410304ae6d3","8546c6fa-4b64-4406-b0d3-6d92328f3666","PARDAVIMO PAJAMOS","2023-05-24","b0d2c884-0537-477a-aa1f-5c1005866e7a","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-24","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-lt-technologies-123019473","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-lt-technologies-123019473/","Uždaroji akcinė bendrovė ""LT Technologies""","Uždaroji akcinė bendrovė ""LT Technologies""","123019473","2021-01-01","2021-12-31","2022-07-12","5533765","-331630","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","19501fca-d381-4575-92b8-1410304ae6d3","79236ac3-7502-4bcb-8c40-74c03f81a354","PARDAVIMO PAJAMOS","2022-07-12","f33a2126-c29b-4e83-a047-94d4930d0b62","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-07-12","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-markista-135575111","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-markista-135575111/","Uždaroji akcinė bendrovė ""Markista""","Uždaroji akcinė bendrovė ""Markista""","135575111","2024-01-01","2024-12-31","2025-05-26","406351","11206","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","1812ff84-4f7c-4d96-9597-82c34c5f2178","a5717679-999a-4218-9d07-d6dc103239be","PARDAVIMO PAJAMOS","2025-05-26","c909e6d3-86b9-4f52-b112-52da0cbb575c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-05-26","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-markista-135575111","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-markista-135575111/","Uždaroji akcinė bendrovė ""Markista""","Uždaroji akcinė bendrovė ""Markista""","135575111","2023-01-01","2023-12-31","2024-05-24","433395","11906","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","1812ff84-4f7c-4d96-9597-82c34c5f2178","d5ae6a3b-b2a7-40c8-944c-208542a6bd94","PARDAVIMO PAJAMOS","2024-05-24","b96d18f9-3724-4a62-86f4-8d7bac02e82b","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-24","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-markista-135575111","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-markista-135575111/","Uždaroji akcinė bendrovė ""Markista""","Uždaroji akcinė bendrovė ""Markista""","135575111","2022-01-01","2022-12-31","2023-05-24","416766","5068","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","1812ff84-4f7c-4d96-9597-82c34c5f2178","6fe20631-3635-479d-b2ae-c52eb881a037","PARDAVIMO PAJAMOS","2023-05-24","84dd5f78-ad06-4a19-aa4a-969574866f87","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-05-24","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-markista-135575111","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-markista-135575111/","Uždaroji akcinė bendrovė ""Markista""","Uždaroji akcinė bendrovė ""Markista""","135575111","2021-01-01","2021-12-31","2022-05-27","374897","9124","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","1812ff84-4f7c-4d96-9597-82c34c5f2178","5813bbb5-f523-4dc4-8c1b-ecfe0e7124d4","PARDAVIMO PAJAMOS","2022-05-27","d6c0cb62-dca7-4479-9bbc-69003fd6d38e","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-27","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-medzio-interjeras-134985958","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-medzio-interjeras-134985958/","Uždaroji akcinė bendrovė ""Medžio interjeras""","Uždaroji akcinė bendrovė ""Medžio interjeras""","134985958","2024-01-01","2024-12-31","2025-05-29","50442","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6f49d615-937b-49b0-a38b-5e5cc80a7999","8d3dd77e-9f84-49f4-b471-b7abab2f4e59","PARDAVIMO PAJAMOS","2025-05-29","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-medzio-interjeras-134985958","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-medzio-interjeras-134985958/","Uždaroji akcinė bendrovė ""Medžio interjeras""","Uždaroji akcinė bendrovė ""Medžio interjeras""","134985958","2023-01-01","2023-12-31","2024-04-30","59176","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6f49d615-937b-49b0-a38b-5e5cc80a7999","ed067981-ce81-4b7d-99d9-7d6409150382","PARDAVIMO PAJAMOS","2024-04-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-medzio-interjeras-134985958","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-medzio-interjeras-134985958/","Uždaroji akcinė bendrovė ""Medžio interjeras""","Uždaroji akcinė bendrovė ""Medžio interjeras""","134985958","2022-01-01","2022-12-31","2023-05-30","66398","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6f49d615-937b-49b0-a38b-5e5cc80a7999","4df7e365-3297-487b-92f9-c83a41c7234a","PARDAVIMO PAJAMOS","2023-05-30","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-medzio-interjeras-134985958","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-medzio-interjeras-134985958/","Uždaroji akcinė bendrovė ""Medžio interjeras""","Uždaroji akcinė bendrovė ""Medžio interjeras""","134985958","2021-01-01","2021-12-31","2022-05-03","65307","","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","6f49d615-937b-49b0-a38b-5e5cc80a7999","bbd5f068-40be-4153-af69-da30467b15ca","PARDAVIMO PAJAMOS","2022-05-03","","","","PELNO (NUOSTOLIŲ) ATASKAITA (Trumpa)","Labai mažų įmonių, taikančių išimtis, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-migliukas-159429727","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-migliukas-159429727/","Uždaroji akcinė bendrovė MIGLIUKAS","Uždaroji akcinė bendrovė MIGLIUKAS","159429727","2024-01-01","2024-12-31","2025-03-12","24426","8","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","11bf0066-e4eb-4ed4-837b-f98942d290a5","506783b5-d71e-4300-a742-d08995d918a1","PARDAVIMO PAJAMOS","2025-03-12","a95be745-2b43-4118-8f69-8af5f79da8b9","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-03-12","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-migliukas-159429727","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-migliukas-159429727/","Uždaroji akcinė bendrovė MIGLIUKAS","Uždaroji akcinė bendrovė MIGLIUKAS","159429727","2023-01-01","2023-12-31","2024-03-13","22531","4178","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","11bf0066-e4eb-4ed4-837b-f98942d290a5","2feba6c6-5890-4acb-93a0-60aa5d185293","PARDAVIMO PAJAMOS","2024-03-13","b654939e-660c-488b-a267-975745c5aaaa","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-03-13","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-migliukas-159429727","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-migliukas-159429727/","Uždaroji akcinė bendrovė MIGLIUKAS","Uždaroji akcinė bendrovė MIGLIUKAS","159429727","2022-01-01","2022-12-31","2023-04-18","27870","1022","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","11bf0066-e4eb-4ed4-837b-f98942d290a5","7f5174c4-9b9a-4511-8632-244291174968","PARDAVIMO PAJAMOS","2023-04-18","34bca711-ad4e-484d-a761-dc86baf71cbf","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-04-18","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-migliukas-159429727","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-migliukas-159429727/","Uždaroji akcinė bendrovė MIGLIUKAS","Uždaroji akcinė bendrovė MIGLIUKAS","159429727","2021-01-01","2021-12-31","2022-05-20","16261","84","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","11bf0066-e4eb-4ed4-837b-f98942d290a5","b0922b2c-d9ea-464d-8f54-29f3c28b2a07","PARDAVIMO PAJAMOS","2022-05-20","387f90f3-2826-4161-a5fc-6bfc620db7b2","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-05-20","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-monar-home-145181168","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-monar-home-145181168/","Uždaroji akcinė bendrovė ""MONAR HOME""","Uždaroji akcinė bendrovė ""MONAR HOME""","145181168","2024-01-01","2024-12-31","2025-06-03","229536","26096","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","42c3c478-ff87-4d8e-b7fb-02f330cda136","f258a51e-50a1-439e-ab8f-daef9ebb1aa8","PARDAVIMO PAJAMOS","2025-06-03","f6fffc9b-091d-4ed5-9f4f-c1570a93c094","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-06-03","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-monar-home-145181168","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-monar-home-145181168/","Uždaroji akcinė bendrovė ""MONAR HOME""","Uždaroji akcinė bendrovė ""MONAR HOME""","145181168","2023-01-01","2023-12-31","2024-05-29","152056","5103","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","42c3c478-ff87-4d8e-b7fb-02f330cda136","4eed5ab3-f8d6-4ed2-85b1-6e9ced240446","PARDAVIMO PAJAMOS","2024-05-29","bd6d8602-e356-41d0-95df-1a8cec06ad7c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-05-29","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-monar-home-145181168","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-monar-home-145181168/","Uždaroji akcinė bendrovė ""MONAR HOME""","Uždaroji akcinė bendrovė ""MONAR HOME""","145181168","2022-01-01","2022-12-31","2023-06-02","112297","9660","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","42c3c478-ff87-4d8e-b7fb-02f330cda136","8b120cf9-5765-496a-9e67-cdbb89a5fb79","PARDAVIMO PAJAMOS","2023-06-02","56bbe74d-e162-41d2-9616-797ab14ac23f","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-06-02","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-monar-home-145181168","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-monar-home-145181168/","Uždaroji akcinė bendrovė ""MONAR HOME""","Uždaroji akcinė bendrovė ""MONAR HOME""","145181168","2021-01-01","2021-12-31","2022-06-10","82157","-7144","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","42c3c478-ff87-4d8e-b7fb-02f330cda136","ddcd0622-4019-497a-9f0b-ac956bbf09f3","PARDAVIMO PAJAMOS","2022-06-10","c89177ec-4438-4fc0-92a8-62f41712cb68","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-06-10","PELNO (NUOSTOLIŲ) ATASKAITA","Mažų ir labai mažų įmonių, netaikančių išimčių, finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-multimeda-147863452","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-multimeda-147863452/","Uždaroji akcinė bendrovė ""Multimeda""","Uždaroji akcinė bendrovė ""Multimeda""","147863452","2024-01-01","2024-12-31","2025-07-10","14083793","-256695","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a9e017b2-1b10-4459-a0d9-02808bac39ef","a2fb3cce-72e9-4097-9fa9-29e1e05f057d","PARDAVIMO PAJAMOS","2025-07-10","d596ccaa-5a60-4452-a67d-956489346c84","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2025-07-10","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-multimeda-147863452","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-multimeda-147863452/","Uždaroji akcinė bendrovė ""Multimeda""","Uždaroji akcinė bendrovė ""Multimeda""","147863452","2023-01-01","2023-12-31","2024-06-06","14673220","289053","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a9e017b2-1b10-4459-a0d9-02808bac39ef","e50f61bc-c82f-4556-851b-c93dc581505b","PARDAVIMO PAJAMOS","2024-06-06","f7f07b3e-1ef6-40d3-b7ee-a069e635bf7c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2024-06-06","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-multimeda-147863452","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-multimeda-147863452/","Uždaroji akcinė bendrovė ""Multimeda""","Uždaroji akcinė bendrovė ""Multimeda""","147863452","2022-01-01","2022-12-31","2023-06-27","17164822","84635","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a9e017b2-1b10-4459-a0d9-02808bac39ef","a4d03dce-5a7e-49e2-8d8f-1e133b0e2c7c","PARDAVIMO PAJAMOS","2023-06-27","ed874fba-18bb-4e1f-81e5-941c6fc64038","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2023-06-27","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
"uzdaroji-akcine-bendrove-multimeda-147863452","https://www.baldininkai.org/gamintojas/uzdaroji-akcine-bendrove-multimeda-147863452/","Uždaroji akcinė bendrovė ""Multimeda""","Uždaroji akcinė bendrovė ""Multimeda""","147863452","2021-01-01","2021-12-31","2022-06-07","13050355","-82791","https://data.gov.lt/datasets/1484/","datasets/gov/rc/jar/pelno_ataskaitos/PelnoAtaskaita","a9e017b2-1b10-4459-a0d9-02808bac39ef","9e1dcca2-606a-49bd-a729-e61c9be9f8e7","PARDAVIMO PAJAMOS","2022-06-07","ca377a3b-043e-4ca9-8653-777e9c45591c","PELNAS (NUOSTOLIAI) PRIEŠ APMOKESTINIMĄ","2022-06-07","PELNO (NUOSTOLIŲ) ATASKAITA","Vidutinių ir didelių įmonių finansinių ataskaitų rinkinys"
